Part_ID,Cohort,Session,Group,Grade,Age,Months_at_Start,AoA_SPA,AoA_ENG,SPA_Use,SPA_Contexts,ENG_Contexts,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Initial_Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Contexts,SPA_Pct,Lang_Group,Verb_Freq_Std,Interface,Timing,Months_at_Start_Std
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-03,1,1,1,NA,NA,clitics produced even though not fuully accurate. is there any Other way to code this?,lo desinflan,NA,Clitics,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,Yes,Late,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-05,0,0,1,NA,NA,NA,"se lo comen, se corta",Gender,Clitics,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,Yes,Late,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-09,1,1,0,NA,NA,NA,"la tienen, se la quita",Number,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,Yes,Late,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-15,1,1,0,NA,NA,NA,lo poner en lamesa,Number,Clitics,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,Yes,Late,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-17,0,0,1,NA,NA,NA,se los comer,Gender,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,Yes,Late,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-19,1,1,1,NA,NA,NA,lo cocinan,NA,Clitics,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,Yes,Late,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-21,0,0,1,NA,NA,NA,lo cierran,Gender,Clitics,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,Yes,Late,NA
H48,1,1,HS 2nd,2,8,100,NA,NA,NA,1,4,NA,8,Production,Prod-25,1,1,0,NA,NA,NA,se la ponen,Number,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,5,0.2,HS,Placeholder,Yes,Late,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-05,1,1,1,NA,NA,NA,lo cortan y comerla,Gender,Clitics,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Late,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-09,1,1,0,NA,NA,NA,estan poniendosela,Number,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Late,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-19,1,1,1,NA,NA,NA,van a comerselo,NA,Clitics,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Late,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-21,0,0,1,NA,NA,NA,cerrandolo,Gender,Clitics,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Late,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-25,1,1,0,NA,NA,NA,poniendosela,Number,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Late,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-03,1,1,1,NA,NA,NA,se dañalo,NA,Clitics,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Late,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-21,0,0,1,NA,NA,NA,abriendo y cerrandolo,Gender,Clitics,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Late,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-25,0,0,1,NA,NA,NA,están poniendolos,Gender,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Late,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-03,1,1,1,NA,NA,NA,lo están rompiendo,NA,Clitics,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Late,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-05,0,0,1,NA,NA,NA,lo cortan y comen la pizza,Gender,Clitics,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Late,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-07,1,1,1,NA,NA,NA,los están contando,NA,Clitics,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Late,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-09,1,1,1,NA,NA,NA,se las quitan,NA,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Late,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-11,1,1,1,NA,NA,NA,lo están lavando,NA,Clitics,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Late,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-17,1,1,1,NA,NA,NA,están comiendolas,NA,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Late,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-21,1,1,1,NA,NA,NA,la están cerrando,NA,Clitics,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Late,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-25,1,1,1,NA,NA,NA,se las ponen,NA,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Late,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-03,1,1,1,NA,NA,NA,lo rompen,NA,Clitics,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,Yes,Late,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-17,0,0,1,NA,NA,NA,los comen,Gender,Clitics,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Late,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-19,1,1,1,NA,NA,NA,lo cocina,NA,Clitics,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Late,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-21,0,0,1,NA,NA,Vern stem,lo cerran,Gender,Clitics,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Late,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-23,1,1,0,NA,NA,Accuracy code changed from 1 to 0 -Jen,lo juegan,Number,Clitics,Masculine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Late,NA
