Part_ID,Cohort,Session,Group,Grade,Age,Months_at_Start,AoA_SPA,AoA_ENG,SPA_Use,SPA_Contexts,ENG_Contexts,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Initial_Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Contexts,SPA_Pct,Lang_Group,Verb_Freq_Std,Interface,Timing,Months_at_Start_Std
H54,1,1,HS 2nd,2,8,99,NA,NA,NA,4,4,NA,7,Production,Prod-04,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-0.08246448562522193,HS,2nd grade,8,0.5,HS,Placeholder,Yes,Early,NA
H54,1,1,HS 2nd,2,8,99,NA,NA,NA,4,4,NA,7,Production,Prod-08,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-0.08246448562522193,HS,2nd grade,8,0.5,HS,Placeholder,Yes,Early,NA
H54,1,1,HS 2nd,2,8,99,NA,NA,NA,4,4,NA,7,Production,Prod-12,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-0.08246448562522193,HS,2nd grade,8,0.5,HS,Placeholder,Yes,Early,NA
H54,1,1,HS 2nd,2,8,99,NA,NA,NA,4,4,NA,7,Production,Prod-16,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-0.08246448562522193,HS,2nd grade,8,0.5,HS,Placeholder,Yes,Early,NA
H54,1,1,HS 2nd,2,8,99,NA,NA,NA,4,4,NA,7,Production,Prod-20,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,-0.08246448562522193,HS,2nd grade,8,0.5,HS,Placeholder,Yes,Early,NA
H54,1,1,HS 2nd,2,8,99,NA,NA,NA,4,4,NA,7,Production,Prod-24,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-0.08246448562522193,HS,2nd grade,8,0.5,HS,Placeholder,Yes,Early,NA
H54,1,1,HS 2nd,2,8,99,NA,NA,NA,4,4,NA,7,Production,Prod-27,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,-0.08246448562522193,HS,2nd grade,8,0.5,HS,Placeholder,Yes,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-01,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-04,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-08,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-12,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-16,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-20,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-24,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Early,NA
H58,1,1,HS 2nd,2,NA,95,NA,NA,NA,4,5,2,8,Production,Prod-27,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.4444444444444444,HS,Placeholder,Yes,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-01,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-04,1,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-08,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-12,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-16,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-20,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-24,1,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Early,NA
H69,1,1,HS 2nd,2,8,102,NA,NA,NA,5,4,2,8,Production,Prod-27,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,9,0.5555555555555556,HS,Placeholder,Yes,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-01,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-04,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-08,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-12,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-16,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-20,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-24,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Early,NA
H70,1,1,HS 2nd,2,7,95,NA,NA,NA,2,6,2,8,Production,Prod-27,0,NA,NA,NA,NA,NA,NA,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.49478691375133366,HS,2nd grade,8,0.25,HS,Placeholder,Yes,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-01,1,NA,NA,NA,NA,NA,a su niño,NA,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,Yes,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-04,1,NA,NA,NA,NA,NA,a su niño,NA,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,Yes,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-08,1,NA,NA,NA,NA,NA,a su niña,NA,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,Yes,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-12,1,NA,NA,NA,NA,NA,al niño,NA,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,Yes,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-16,1,NA,NA,NA,NA,NA,a su hijo,NA,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,Yes,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-20,1,NA,NA,NA,NA,NA,a la niña,NA,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,Yes,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-24,1,NA,NA,NA,NA,NA,a las niñas,NA,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,Yes,Early,NA
H17,1,1,HS 4th/5th,5,10,126,NA,NA,NA,2,6,NA,8,Production,Prod-27,1,NA,NA,NA,NA,NA,a las niñas,NA,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,8,0.25,HS,Placeholder,Yes,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-01,0,NA,NA,NA,NA,NA,un niño,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-04,0,NA,NA,NA,NA,NA,el niño,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-08,1,NA,NA,NA,NA,NA,a una niña,NA,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-12,0,NA,NA,NA,NA,NA,el niño,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-16,0,NA,NA,NA,NA,NA,su niño,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-20,0,NA,NA,NA,NA,NA,la niña,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-24,0,NA,NA,NA,NA,NA,las niñas,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Early,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-27,0,NA,NA,NA,NA,NA,los niños,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,HS,Placeholder,Yes,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-01,0,NA,NA,NA,NA,NA,ve un niño,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,Yes,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-04,0,NA,NA,NA,NA,NA,ve un niño,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,Yes,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-08,0,NA,NA,NA,NA,NA,la niña y el perro,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,Yes,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-12,0,NA,NA,NA,NA,NA,ve el niño,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,Yes,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-16,0,NA,NA,NA,NA,NA,ve el bebé,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,Yes,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-20,0,NA,NA,NA,NA,NA,ve la niña,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,Yes,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-24,0,NA,NA,NA,NA,NA,ve la niñas,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,Yes,Early,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-27,0,NA,NA,NA,NA,NA,ve las niñas,Omission,DOM,Feminine,Plural,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,HS,Placeholder,Yes,Early,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-01,0,NA,NA,NA,NA,NA,su hijo,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,HS,Placeholder,Yes,Early,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-04,0,NA,NA,NA,NA,NA,hijo,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,HS,Placeholder,Yes,Early,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-08,0,NA,NA,NA,NA,NA,su sobrina,Omission,DOM,Feminine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,HS,Placeholder,Yes,Early,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-12,0,NA,NA,NA,NA,NA,su amigo,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,HS,Placeholder,Yes,Early,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-16,0,NA,NA,NA,NA,NA,su bebé,Omission,DOM,Masculine,Singular,NA,NA,NA,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,HS,Placeholder,Yes,Early,NA
